,name,address,link,details,n_students,neighborhood,type
3349,TEC Walcheren,Nederstraat 37,/basisscholen/middelburg/26503/tec-walcheren/,OpenbaarBasisonderwijs65 leerlingen,65,Middelburg,Middle School
3350,Palmenhof,Noordweg 442,/basisscholen/middelburg/23256/palmenhof/,Prot. christelijkBasisonderwijs61 leerlingen,61,Middelburg,Middle School
3351,De Aventurijn,Henry Dunantlaan 6,/basisscholen/middelburg/23259/de-aventurijn/,SamenwerkingBasisonderwijs325 leerlingen,325,Middelburg,Middle School
3352,Basisschool Cypressenhof,Rentmeesterlaan 245,/basisscholen/middelburg/23306/basisschool-cypressenhof/,Prot. christelijkBasisonderwijs433 leerlingen,433,Middelburg,Middle School
3353,Wilgenhof,Torenhofstraat 4,/basisscholen/middelburg/23260/wilgenhof/,Prot. christelijkBasisonderwijs161 leerlingen,161,Middelburg,Middle School
3354,CBS Acaciahof,Gen Hakewill Smithlaan 9,/basisscholen/middelburg/23348/cbs-acaciahof/,Prot. christelijkBasisonderwijs187 leerlingenOntwikkelingsgericht Onderwijs,187,Middelburg,Middle School
3355,Herman Faukeliusschool,Kuipers-Rietbergkwartier 33,/basisscholen/middelburg/24309/herman-faukeliusschool/,Prot. christelijkBasisonderwijs232 leerlingen,232,Middelburg,Middle School
3356,Petrus Immensschool,Schoutstraat 5,/basisscholen/middelburg/24387/petrus-immensschool/,Prot. christelijkBasisonderwijs206 leerlingen,206,Middelburg,Middle School
3357,Vrije School Zeeland,Willem Arondeusstraat 59,/basisscholen/middelburg/12047/vrije-school-zeeland/,Algemeen bijzonderBasisonderwijs193 leerlingenVrijeschool,193,Middelburg,Middle School
3358,RK Basisschool Franciscus,Westmede 71,/basisscholen/middelburg/8400/rk-basisschool-franciscus/,KatholiekBasisonderwijs265 leerlingen,265,Middelburg,Middle School
3359,Daltonschool de Vliegers,Kastanjelaan 3,/basisscholen/middelharnis/5228/daltonschool-de-vliegers/,Algemeen bijzonderBasisonderwijs180 leerlingenDalton,180,Middelharnis,Middle School
3360,De Ark,Prinses Marijkestraat 1 B,/basisscholen/middelharnis/9696/de-ark/,Prot. christelijkSpeciaal onderwijs20 leerlingen,20,Middelharnis,Middle School
3361,School voor Speciaal Basisonderwijs Het Kompas,Prinses Marijkestraat 1,/basisscholen/middelharnis/10407/school-voor-speciaal-basisonderwijs-het-kompas/,OpenbaarSpeciaal basisonderwijs80 leerlingenOntwikkelingsgericht Onderwijs,80,Middelharnis,Middle School
3362,Christelijke School voor Speciaal Basisonderwijs De Wegwijzer,Hobbemastraat 4,/basisscholen/middelharnis/26766/christelijke-school-voor-speciaal-basisonderwijs-de-wegwijzer/,Prot. christelijkSpeciaal basisonderwijs70 leerlingen,70,Middelharnis,Middle School
3363,Bosseschool,Juliana van Stolberglaan 19 a,/basisscholen/middelharnis/24332/bosseschool/,Prot. christelijkBasisonderwijs451 leerlingen,451,Middelharnis,Middle School
3364,Groen van Prinsterer Basisschool,Emmalaan 26,/basisscholen/middelharnis/22964/groen-van-prinsterer-basisschool/,Prot. christelijkBasisonderwijs165 leerlingen,165,Middelharnis,Middle School
3365,Obs 't Hunnighouwersgat,Zuid Midslandweg 19 A,/basisscholen/midsland/4620/obs-t-hunnighouwersgat/,OpenbaarBasisonderwijs75 leerlingen,75,Midsland,Middle School
3366,Basisschool De Fontein,Johan van Renessestraat 14,/basisscholen/mijdrecht/5813/basisschool-de-fontein/,Prot. christelijkBasisonderwijs252 leerlingen,252,Mijdrecht,Middle School
3367,Basisschool De Driehuis,Bozenhoven 156,/basisscholen/mijdrecht/25763/basisschool-de-driehuis/,KatholiekBasisonderwijs68 leerlingen,68,Mijdrecht,Middle School
3368,Daltonschool De Windroos,Proostdijstraat 39,/basisscholen/mijdrecht/5897/daltonschool-de-windroos/,KatholiekBasisonderwijs204 leerlingenDalton,204,Mijdrecht,Middle School
3369,Rooms Katholieke Basisschool Hofland,Eendracht 2,/basisscholen/mijdrecht/9797/rooms-katholieke-basisschool-hofland/,KatholiekBasisonderwijs195 leerlingen,195,Mijdrecht,Middle School
3370,Openbare Basisschool Twister,Molenwiek 48,/basisscholen/mijdrecht/6584/openbare-basisschool-twister/,OpenbaarBasisonderwijs184 leerlingen,184,Mijdrecht,Middle School
3371,Openbare Basisschool Wereldwijs Mijdrecht,Eendracht 7,/basisscholen/mijdrecht/10522/openbare-basisschool-wereldwijs-mijdrecht/,OpenbaarBasisonderwijs140 leerlingen,140,Mijdrecht,Middle School
3372,Openbare basisschool de Kameleon,Langenboomseweg 1 A,/basisscholen/mill/6295/openbare-basisschool-de-kameleon/,OpenbaarBasisonderwijs170 leerlingen,170,Mill,Middle School
3373,Basisschool De LenS,Langenboomseweg 1 b,/basisscholen/mill/26463/basisschool-de-lens/,KatholiekBasisonderwijs270 leerlingen,270,Mill,Middle School
3374,Basisschool De Grote Lier,Esdoornlaan 8,/basisscholen/molenhoek/9041/basisschool-de-grote-lier/,KatholiekBasisonderwijs248 leerlingen,248,Molenhoek,Middle School
3375,basisschool De Verwondering,Avegaar 86,/basisscholen/monnickendam/24972/basisschool-de-verwondering/,Algemeen bijzonderBasisonderwijs103 leerlingenOntwikkelingsgericht Onderwijs,103,Monnickendam,Middle School
3376,De Blauwe Ster,Karn 96A,/basisscholen/monnickendam/5741/de-blauwe-ster/,SamenwerkingBasisonderwijs246 leerlingen,246,Monnickendam,Middle School
3377,Oecumenische Basisschool De Binnendijk,Oude Zijds Burgwal 8,/basisscholen/monnickendam/9623/oecumenische-basisschool-de-binnendijk/,SamenwerkingBasisonderwijs122 leerlingen,122,Monnickendam,Middle School
3378,Basisschool De Fuut,Avegaar 85,/basisscholen/monnickendam/10185/basisschool-de-fuut/,OpenbaarBasisonderwijs94 leerlingen,94,Monnickendam,Middle School
3379,Openbare basisschool De Gouwzee,Wilhelminalaan 58,/basisscholen/monnickendam/10188/openbare-basisschool-de-gouwzee/,OpenbaarBasisonderwijs211 leerlingen,211,Monnickendam,Middle School
3380,R.K. Basisschool WSKO De Zeester,Kloosterlaan 4,/basisscholen/monster/8661/rk-basisschool-wsko-de-zeester/,KatholiekBasisonderwijs288 leerlingen,288,Monster,Middle School
3381,Eerste Westlandse Montessorischool,Madeweg 34 a,/basisscholen/monster/8890/eerste-westlandse-montessorischool/,Algemeen bijzonderBasisonderwijs379 leerlingenMontessori,379,Monster,Middle School
3382,Herman Broerencollege,Tuinlaan 20,/basisscholen/monster/24776/herman-broerencollege/,Algemeen bijzonderSpeciaal onderwijs10 leerlingen,10,Monster,Middle School
3383,Taalschool Westland,Hazelaarstraat 46,/basisscholen/monster/24880/taalschool-westland/,Confessioneel overigBasisonderwijs169 leerlingen,169,Monster,Middle School
3384,Christelijke Basisschool De Blinkerd,Poelenburgh 1,/basisscholen/monster/10262/christelijke-basisschool-de-blinkerd/,Prot. christelijkBasisonderwijs326 leerlingen,326,Monster,Middle School
3385,Willemsschool,Zilvermeeuwstraat 1,/basisscholen/monster/6322/willemsschool/,OpenbaarBasisonderwijs127 leerlingen,127,Monster,Middle School
3386,"De Strandwacht, school verbonden aan het Pedologisch Instituut",Hazelaarstraat 46,/basisscholen/monster/22873/de-strandwacht-school-verbonden-aan-het-pedologisch-instituut/,OpenbaarSpeciaal onderwijs44 leerlingen,44,Monster,Middle School
3387,Basisschool met de Bijbel Het Kompas,Joop Westerweelstraat 18,/basisscholen/montfoort/8995/basisschool-met-de-bijbel-het-kompas/,Prot. christelijkBasisonderwijs155 leerlingen,155,Montfoort,Middle School
3388,Graaf Jan van Montfoort,G van Damstraat 83 C,/basisscholen/montfoort/9895/graaf-jan-van-montfoort/,Prot. christelijkBasisonderwijs129 leerlingenIPC,129,Montfoort,Middle School
3389,OBS De Hobbitstee,G van Damstraat 83 B,/basisscholen/montfoort/10089/obs-de-hobbitstee/,OpenbaarBasisonderwijs107 leerlingen,107,Montfoort,Middle School
3390,KBs De Howiblo,G van Damstraat 83 A,/basisscholen/montfoort/8042/kbs-de-howiblo/,KatholiekBasisonderwijs249 leerlingen,249,Montfoort,Middle School
3391,KBs De Heeswijk,Jonker Fransstraat 1a,/basisscholen/montfoort/8043/kbs-de-heeswijk/,KatholiekBasisonderwijs221 leerlingen,221,Montfoort,Middle School
3392,R.K. Basisschool WSKO Bernadette,De Gouwe 10,/basisscholen/naaldwijk/8664/rk-basisschool-wsko-bernadette/,KatholiekBasisonderwijs436 leerlingen,436,Naaldwijk,Middle School
3393,R.K. Basisschool WSKO Joannes,Wollegras 39,/basisscholen/naaldwijk/4731/rk-basisschool-wsko-joannes/,KatholiekBasisonderwijs236 leerlingen,236,Naaldwijk,Middle School
3394,WSKO Montessorischool Naaldwijk,Schubertstraat 2,/basisscholen/naaldwijk/21351/wsko-montessorischool-naaldwijk/,KatholiekBasisonderwijs208 leerlingenMontessori,208,Naaldwijk,Middle School
3395,De Regenboog,Aalbersestraat 47,/basisscholen/naaldwijk/8668/de-regenboog/,KatholiekBasisonderwijs311 leerlingen,311,Naaldwijk,Middle School
3396,Herman Broerenschool Westland,Verhagenplein 9,/basisscholen/naaldwijk/5168/herman-broerenschool-westland/,Algemeen bijzonderSpeciaal onderwijs52 leerlingen,52,Naaldwijk,Middle School
3397,Islamitische Basisschool,de Savornin Lohmanstraat 1,/basisscholen/naaldwijk/26647/islamitische-basisschool/,Confessioneel overigBasisonderwijs26 leerlingen,26,Naaldwijk,Middle School
3398,Speciaal Basisonderwijs De Diamant,Sint Martinusstraat 160,/basisscholen/naaldwijk/10257/speciaal-basisonderwijs-de-diamant/,Confessioneel overigSpeciaal basisonderwijs341 leerlingen,341,Naaldwijk,Middle School
3399,Christelijke Basisschool Rehoboth,Hoefblad 13,/basisscholen/naaldwijk/6313/christelijke-basisschool-rehoboth/,Prot. christelijkBasisonderwijs171 leerlingen,171,Naaldwijk,Middle School
3400,Christelijke Basisschool de Ouverture,Sibelius 1,/basisscholen/naaldwijk/6314/christelijke-basisschool-de-ouverture/,Prot. christelijkBasisonderwijs360 leerlingen,360,Naaldwijk,Middle School
3401,OBS De Hoogvlieger,Hoogwerf 9a,/basisscholen/naaldwijk/10266/obs-de-hoogvlieger/,OpenbaarBasisonderwijs51 leerlingen,51,Naaldwijk,Middle School
3402,Interconfessionele Basisschool de Tweemaster,Amersfoortsestraatweg 12a,/basisscholen/naarden/5404/interconfessionele-basisschool-de-tweemaster/,SamenwerkingBasisonderwijs180 leerlingenIPC,180,Naarden,Middle School
3403,Godelindeschool,Godelindeweg 14 C,/basisscholen/naarden/6116/godelindeschool/,OpenbaarBasisonderwijs599 leerlingen,599,Naarden,Middle School
3404,Comeniusschool voor Basisonderwijs,Cort van der Lindenlaan 1,/basisscholen/naarden/10029/comeniusschool-voor-basisonderwijs/,OpenbaarBasisonderwijs134 leerlingen,134,Naarden,Middle School
3405,Rooms Katholieke Minister Cals-School,Johan Willem Frisolaan 33,/basisscholen/naarden/11684/rooms-katholieke-minister-cals-school/,KatholiekBasisonderwijs353 leerlingen,353,Naarden,Middle School
3406,Rehobothschool,Westwalstraat 49,/basisscholen/naarden/8347/rehobothschool/,Prot. christelijkBasisonderwijs187 leerlingenOntwikkelingsgericht Onderwijs,187,Naarden,Middle School
3407,Openbare Basisschool de Klimop,Dokter van de Wouwstraat 39,/basisscholen/nederweert/6990/openbare-basisschool-de-klimop/,OpenbaarBasisonderwijs170 leerlingenOntwikkelingsgericht Onderwijs,170,Nederweert,Middle School
3408,Basisschool De Bongerd,De Bengele 2,/basisscholen/nederweert/11650/basisschool-de-bongerd/,KatholiekBasisonderwijs115 leerlingenJeelo,115,Nederweert,Middle School
3409,IKC de Kerneel,Speelhuijs 4,/basisscholen/nederweert/7857/ikc-de-kerneel/,KatholiekBasisonderwijs284 leerlingen,284,Nederweert,Middle School
3410,IKC Budschop,Ospelseweg 18,/basisscholen/nederweert/11652/ikc-budschop/,KatholiekBasisonderwijs122 leerlingen,122,Nederweert,Middle School
3411,Basisschool Kisveld,Hondelinkweg 2,/basisscholen/neede/4826/basisschool-kisveld/,Prot. christelijkBasisonderwijs54 leerlingen,54,Neede,Middle School
3412,Dr. Ariëns Daltonschool,Rutgerinkdijk 3,/basisscholen/neede/8760/dr-ariens-daltonschool/,KatholiekBasisonderwijs100 leerlingenDalton,100,Neede,Middle School
3413,Basisschool Kardinaal Alfrink,Koordsteeg 11,/basisscholen/neede/8761/basisschool-kardinaal-alfrink/,KatholiekBasisonderwijs163 leerlingen,163,Neede,Middle School
3414,Openbare Basisschool De Marke,Bosstraat 10,/basisscholen/neede/10124/openbare-basisschool-de-marke/,OpenbaarBasisonderwijs92 leerlingen,92,Neede,Middle School
3415,Openbare Basisschool B Tormijnschool,Haardijk 2 A,/basisscholen/neede/10125/openbare-basisschool-b-tormijnschool/,OpenbaarBasisonderwijs56 leerlingen,56,Neede,Middle School
3416,Openbare basisschool De Hofmaat,Kievitstraat 112,/basisscholen/neede/10126/openbare-basisschool-de-hofmaat/,OpenbaarBasisonderwijs134 leerlingen,134,Neede,Middle School
3417,School voor Speciaal Basisonderwijs Diekmaat,Wheemerstraat 10,/basisscholen/neede/6204/school-voor-speciaal-basisonderwijs-diekmaat/,OpenbaarSpeciaal basisonderwijs128 leerlingen,128,Neede,Middle School
3418,Da Vinci Berkelland,Wheemerstraat 10,/basisscholen/neede/25716/da-vinci-berkelland/,OpenbaarSpeciaal basisonderwijs26 leerlingen,26,Neede,Middle School
3419,De Leeuwerik,Bleekenweg 1 b,/basisscholen/neede/24761/de-leeuwerik/,Algemeen bijzonderSpeciaal onderwijs56 leerlingen,56,Neede,Middle School
3420,Kardinaal de Jongschool,Bramerduinenpad 10,/basisscholen/nes-gem-ameland/5694/kardinaal-de-jongschool/,KatholiekBasisonderwijs166 leerlingen,166,Nes (Gem. Ameland),Middle School
3421,Montessorischool De Vleugel,Mozartplantsoen 1,/basisscholen/nieuwegein/5888/montessorischool-de-vleugel/,Algemeen bijzonderBasisonderwijs137 leerlingenMontessori,137,Nieuwegein,Middle School
3422,Koningin Julianaschool - Exellente school,Aert de Gelderhage 5,/basisscholen/nieuwegein/23991/koningin-julianaschool-exellente-school/,Prot. christelijkBasisonderwijs344 leerlingen,344,Nieuwegein,Middle School
3423,"Beatrixschool, locatie Wijkersloot",Bendienlaan 27,/basisscholen/nieuwegein/24030/beatrixschool-locatie-wijkersloot/,Prot. christelijkBasisonderwijs155 leerlingen,155,Nieuwegein,Middle School
3424,"Beatrixschool, locatie Zuilenstein",Lohengrinhof 10,/basisscholen/nieuwegein/24070/beatrixschool-locatie-zuilenstein/,Prot. christelijkBasisonderwijs248 leerlingen,248,Nieuwegein,Middle School
3425,Prinses Margrietschool,Aardbeigaarde 4,/basisscholen/nieuwegein/23992/prinses-margrietschool/,Prot. christelijkBasisonderwijs352 leerlingen,352,Nieuwegein,Middle School
3426,Willem Alexanderschool,Lupinestraat 23,/basisscholen/nieuwegein/10498/willem-alexanderschool/,Prot. christelijkBasisonderwijs509 leerlingen,509,Nieuwegein,Middle School
3427,Mauritsschool,Kastanjestraat 4,/basisscholen/nieuwegein/6551/mauritsschool/,Prot. christelijkBasisonderwijs196 leerlingen,196,Nieuwegein,Middle School
3428,De Trompetvogel,Parelduiker 15,/basisscholen/nieuwegein/10499/de-trompetvogel/,Prot. christelijkBasisonderwijs266 leerlingen,266,Nieuwegein,Middle School
3429,OBS De Toonladder Zuilenstein,Lohengrinhof 11 -13,/basisscholen/nieuwegein/11097/obs-de-toonladder-zuilenstein/,OpenbaarBasisonderwijs191 leerlingen,191,Nieuwegein,Middle School
3430,OBS Toonladder Galecop,Galecopperzoom 2,/basisscholen/nieuwegein/22060/obs-toonladder-galecop/,OpenbaarBasisonderwijs310 leerlingen,310,Nieuwegein,Middle School
3431,De Meander,Morelgaarde 13 -15,/basisscholen/nieuwegein/7237/de-meander/,OpenbaarBasisonderwijs188 leerlingenDalton,188,Nieuwegein,Middle School
3432,Zuiderkroon,Graaf Dirklaan 2,/basisscholen/nieuwegein/26667/zuiderkroon/,OpenbaarBasisonderwijs62 leerlingen,62,Nieuwegein,Middle School
3433,De Veldrakker,Heemraadsweide 5 -7,/basisscholen/nieuwegein/7238/de-veldrakker/,OpenbaarBasisonderwijs333 leerlingen,333,Nieuwegein,Middle School
3434,Obs De Schakel,Mendes Da Costalaan 132,/basisscholen/nieuwegein/22061/obs-de-schakel/,OpenbaarBasisonderwijs163 leerlingen,163,Nieuwegein,Middle School
3435,De Krullevaar,Groenling 11 -13,/basisscholen/nieuwegein/7239/de-krullevaar/,OpenbaarBasisonderwijs89 leerlingen,89,Nieuwegein,Middle School
3436,School voor Speciaal Basisonderwijs De Evenaar,Dasseweide 1,/basisscholen/nieuwegein/8401/school-voor-speciaal-basisonderwijs-de-evenaar/,Algemeen bijzonderSpeciaal basisonderwijs218 leerlingen,218,Nieuwegein,Middle School
3437,Lucas Batau,Heemraadsweide 9,/basisscholen/nieuwegein/24430/lucas-batau/,KatholiekBasisonderwijs249 leerlingen,249,Nieuwegein,Middle School
3438,Vroonestein,Lohengrinhof 15 -17,/basisscholen/nieuwegein/24431/vroonestein/,KatholiekBasisonderwijs194 leerlingen,194,Nieuwegein,Middle School
3439,De Tweeklank,Lupinestraat 21,/basisscholen/nieuwegein/24419/de-tweeklank/,KatholiekBasisonderwijs215 leerlingen,215,Nieuwegein,Middle School
3440,De Schouw,Dintherseschans 30,/basisscholen/nieuwegein/24433/de-schouw/,KatholiekBasisonderwijs370 leerlingen,370,Nieuwegein,Middle School
3441,Lucas Galecop,Aert de Gelderhage 1,/basisscholen/nieuwegein/24420/lucas-galecop/,KatholiekBasisonderwijs236 leerlingen,236,Nieuwegein,Middle School
3442,De Wingerd,Van Beethovenlaan 35,/basisscholen/nieuwerkerk-aan-den-ijssel/8713/de-wingerd/,KatholiekBasisonderwijs284 leerlingen,284,Nieuwerkerk aan den IJssel,Middle School
